id,income
0,0.02522632649371758
1,0.759391499285183
2,0.18264439074913383
3,0.9925193891965477
4,0.05448627427177147
5,0.004365721691336902
6,0.22285432713896716
7,0.07656863029054821
8,0.005466731056045642
9,0.510918831480967
10,0.8018338273484444
11,0.9536442059999307
12,0.5892053389135822
13,0.01821838550870128
14,0.7963706968643591
15,0.7605413022417707
16,0.36052812411542623
17,0.03775649072655155
18,0.02623143243889376
19,0.004071952372889601
20,0.51118449356839
21,0.9921855705827157
22,0.6202694997951417
23,0.004461755288494493
24,0.9162327146200865
25,0.4065257322649868
26,0.013867127614893523
27,0.7833048943903872
28,0.0032078265344641413
29,0.0077536192063432366
30,0.007411922852403769
31,0.02920795480227594
32,0.0029854355813107606
33,0.15630161702902598
34,0.038135089823238766
35,0.7833048943903872
36,0.13353802622555747
37,0.3096088124938385
38,0.012617624218715552
39,0.009125840248539848
40,0.799127404438993
41,0.002603869219989281
42,0.2679739022438798
43,0.012143193438752685
44,0.019904506201630683
45,0.004044260876562258
46,0.6902449250455945
47,0.11633008030113116
48,0.012634935271133284
49,0.00751898156046808
50,0.07081176838818612
51,0.01628482417208687
52,0.005559710583397586
53,0.0034171139911316683
54,0.9911451548725915
55,0.4143699663398945
56,0.8523640057124952
57,0.02387658264117065
58,0.7652303347627519
59,0.00690978136716487
60,0.25956677699091985
61,0.3975450448754216
62,0.40023088646089117
63,0.05156933231481043
64,0.11796404190535352
65,0.021254659635299794
66,0.014350537027937248
67,0.029829960828638057
68,0.9849710756344568
69,0.002835899076573385
70,0.5150232336000091
71,0.1848249094879345
72,0.05810027071167742
73,0.04015102841265961
74,0.0031786400369604806
75,0.6798904175678535
76,0.011585162686307942
77,0.24141463292287652
78,0.26010175947360675
79,0.9898469097535878
80,0.05057084900062225
81,0.044920665161304094
82,0.07651146672219807
83,0.016085211430280487
84,0.005174982520757346
85,0.9896410672582462
86,0.1283425849218482
87,0.10936706717082913
88,0.008513559270646384
89,0.3712998041190422
90,0.02843928591771258
91,0.007945673113005107
92,0.06985808919324726
93,0.07817018840046963
94,0.004011561346792356
95,0.8427267472135477
96,0.053053305577499515
97,0.7089440740378992
98,0.015402949873684537
99,0.25957126556918647
100,0.005818621563406995
101,0.06638864628518414
102,0.41305466964952386
103,0.08800608967250899
104,0.410909194521241
105,0.3248070793088285
106,0.02974539112208275
107,0.5195151511763101
108,0.03450685619779768
109,0.9929885315845004
110,0.8092352076280249
111,0.06799323500299712
112,0.00888779126535751
113,0.40839956292162993
114,0.19407611851374937
115,0.01798242878259093
116,0.0017253497734418706
117,0.7373056199991849
118,0.011523170978694349
119,0.08144112035063263
120,0.006188907967023335
121,0.00290804803373136
122,0.9626199397456576
123,0.2938658981120798
124,0.004897190520161503
125,0.017222994919928757
126,0.0372261709952788
127,0.9874996743255139
128,0.4892423697822999
129,0.42975978296039835
130,0.014257478023638156
131,0.08450814837835595
132,0.00703538871568451
133,0.11521416514796369
134,0.6635558354745785
135,0.003770554792510717
136,0.623677652741314
137,0.3699822481195092
138,0.38950713718607294
139,0.6844458478025
140,0.002768745432445238
141,0.04926054312209042
142,0.006654726857812808
143,0.0023803729315247
144,0.2962942722444845
145,0.648922645004159
146,0.8091814449488454
147,0.37387639750702184
148,0.11727614190609302
149,0.6793231247247207
150,0.22962414030714073
151,0.007894468748130387
152,0.5781135208606893
153,0.7518729889360095
154,0.22876276680150937
155,0.0021943073299556283
156,0.5677071858766958
157,0.8182247891994168
158,0.019901754920278757
159,0.0022065974065845558
160,0.062411859892048525
161,0.019787473112937572
162,0.08001575718308641
163,0.0037765065967673285
164,0.003110688797942749
165,0.003963210222396582
166,0.018349014725597055
167,0.6653583903032259
168,0.767979912264271
169,0.9894221351487447
170,0.8014385342491908
171,0.02672716097705418
172,0.9368676842154042
173,0.21442115001305032
174,0.013645002028435167
175,0.9911073518090248
176,0.017186932530028988
177,0.2925496131782814
178,0.33854415330982596
179,0.9909915279557748
180,0.048280988587873344
181,0.267620304278246
182,0.0303204227661676
183,0.09142096920783233
184,0.5750526831782685
185,0.19083109768263307
186,0.16682265005845018
187,0.9891926924294256
188,0.233462376339747
189,0.05671842432772386
190,0.620730428079007
191,0.0063467140659179055
192,0.006182173239477051
193,0.9463844674034675
194,0.01753666541721485
195,0.26709459029773164
196,0.4887948257741287
197,0.5559993333435286
198,0.25000621798398337
199,0.02159832891711133
200,0.01753666541721485
201,0.8374303607602251
202,0.03258770829051009
203,0.7967741120419486
204,0.03566318478749887
205,0.016388057016627443
206,0.5519502696542
207,0.3290765564581176
208,0.08580217004681463
209,0.002835899076573385
210,0.0021675258201810862
211,0.844028562919839
212,0.9746504429759261
213,0.013483554858641455
214,0.3149153392636822
215,0.9875937537215858
216,0.6670531599180483
217,0.6755807225665504
218,0.07607203077059049
219,0.19810784710056856
220,0.012979637485271889
221,0.6486890457716532
222,0.7476479823578133
223,0.2060292959964143
224,0.4838581878397463
225,0.012529582388184315
226,0.009406311022123465
227,0.9599853735740693
228,0.007537399592016302
229,0.3252734086635257
230,0.011772130271079682
231,0.9682266591376943
232,0.044212325339348844
233,0.002432699219507254
234,0.00532042615895173
235,0.23462833077551706
236,0.0068233208867662185
237,0.7154230487550592
238,0.9915502352303099
239,0.9906256811940167
240,0.09158441638340993
241,0.003311394399613221
242,0.9804946412147382
243,0.08046619553255942
244,0.0026244610084419843
245,0.07927908464980374
246,0.5570399312205787
247,0.36640591924282123
248,0.025150202422739416
249,0.3402330332128339
250,0.0027353514705203
251,0.01492214248695771
252,0.02772316599554434
253,0.015283209932822502
254,0.1980865452718174
255,0.3667218088048892
256,0.37129397754265986
257,0.5344590977871807
258,0.06981580779577741
259,0.44199865290168144
260,0.8069769788421978
261,0.05448627427177147
262,0.029497394978394174
263,0.38271733254438417
264,0.9090834528118339
265,0.07039437757382137
266,0.05978979492883117
267,0.004482880874327802
268,0.6034635689128606
269,0.02366841368409434
